continent,location,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations
Asia,Cambodia,3/21/2021,463872,323689,140183,7369
Asia,Cambodia,3/28/2021,595466,383462,212004,14280
Asia,Cambodia,4/4/2021,830031,581591,248440,52517
Asia,Cambodia,4/11/2021,1286585,1018605,267980,48597
Asia,Cambodia,4/18/2021,1559128,1257214,301914,3690
Asia,Cambodia,4/25/2021,2027968,1295660,732308,49420
Asia,Cambodia,5/2/2021,2407503,1422722,984781,72794
Asia,Cambodia,5/9/2021,2884922,1773994,1110928,58333
Asia,Cambodia,5/16/2021,3267516,2082282,1185234,52681
Asia,Cambodia,5/23/2021,3840027,2269860,1570167,72911
Asia,Cambodia,5/30/2021,4528839,2567493,1961346,90643
Asia,Cambodia,6/6/2021,4938642,2754341,2184301,44327
Asia,Cambodia,6/13/2021,5428433,2939543,2488890,103339
Asia,Cambodia,6/20/2021,6098584,3366207,2732377,85586
Asia,Cambodia,6/27/2021,6836447,3955033,2881414,106711
Asia,Cambodia,7/4/2021,7814310,4535894,3278416,123496
Asia,Cambodia,7/11/2021,8700167,4903845,3796322,139624
Asia,Cambodia,7/18/2021,10043602,5912545,4131057,166010
Asia,Cambodia,7/25/2021,11223465,6741782,4481683,143740
Asia,Cambodia,8/1/2021,12232259,7385013,4847246,143942
Asia,Cambodia,8/8/2021,13949503,8151969,6019634,268127
Asia,Cambodia,8/15/2021,15839320,8948377,7250849,217186
Asia,Cambodia,8/22/2021,17313877,9717258,7874938,161972
Asia,Cambodia,8/29/2021,18714426,10562995,8392316,179216
Asia,Cambodia,9/5/2021,19926987,11242806,8929045,96286
Asia,Cambodia,9/12/2021,20763467,11446420,9519460,90912
Asia,Cambodia,9/19/2021,22152521,12049739,10304104,313676
Asia,Cambodia,9/26/2021,23830570,13124421,10884162,125490
Asia,Cambodia,10/3/2021,24411182,13441093,11119189,32358
Asia,Cambodia,10/10/2021,24861031,13492406,11498517,189734
Asia,Cambodia,10/17/2021,26589595,13593910,12617254,150770
Asia,Cambodia,10/24/2021,27309793,13663527,12988266,66315
Asia,Cambodia,10/31/2021,27582895,13709487,13065834,42561
Asia,Cambodia,11/7/2021,28041552,13963921,13149177,0
Asia,Cambodia,11/14/2021,28231176,14051925,13203848,1000
Asia,Cambodia,11/21/2021,28414237,14090548,13234874,8660
Asia,Cambodia,11/28/2021,28597011,14129389,13285251,15589
Asia,Cambodia,12/5/2021,29001512,14170074,13465652,34750
Asia,Cambodia,12/12/2021,29502058,14201322,13548174,29632
Asia,Cambodia,12/19/2021,29830319,14225712,13592006,27257
Asia,Cambodia,12/26/2021,30209708,14244784,13625556,29012
Asia,Cambodia,1/2/2022,30472330,14262959,13661019,7009
Asia,Cambodia,1/9/2022,30826697,14282788,13685179,23896
Asia,Cambodia,2/20/2022,34299633,14394430,13819573,40448
Asia,Cambodia,2/27/2022,35277260,14563512,13846457,84673
Asia,Cambodia,3/6/2022,35962180,14693174,13866433,39660
Asia,Cambodia,3/13/2022,36305981,14750100,13881075,20591
Asia,Cambodia,3/20/2022,36536400,14783260,13897764,17612
Asia,Cambodia,3/27/2022,36776457,14810353,13970910,17987
Asia,Cambodia,4/10/2022,37145166,14845304,14093151,8323
Asia,Cambodia,4/24/2022,37654417,14892264,14151943,79268
Asia,China,1/3/2021,0,0,0,0
Asia,China,1/10/2021,0,0,0,0
Asia,China,1/17/2021,0,0,0,0
Asia,China,1/24/2021,0,0,0,0
Asia,China,1/31/2021,24000000,0,0,0
Asia,China,2/7/2021,0,0,0,0
Asia,China,2/14/2021,0,0,0,0
Asia,China,2/21/2021,0,0,0,0
Asia,China,2/28/2021,52520000,0,0,0
Asia,China,3/7/2021,0,0,0,0
Asia,China,3/14/2021,64980000,0,0,0
Asia,China,3/28/2021,106613000,0,0,4196000
Asia,China,4/11/2021,167343000,0,0,2872000
Asia,China,4/18/2021,192127000,0,0,2318000
Asia,China,5/2/2021,275338000,0,0,4932000
Asia,China,5/23/2021,510858000,0,0,13586000
Asia,China,5/30/2021,639172000,0,0,18198000
Asia,China,6/6/2021,777879000,0,0,14814000
Asia,China,6/13/2021,892770000,0,0,14247000
Asia,China,6/20/2021,1029223000,0,0,18734000
Asia,China,6/27/2021,1185787000,0,0,20557000
Asia,China,7/4/2021,1305499000,0,0,9462000
Asia,China,7/11/2021,1382482000,0,0,8320000
Asia,China,7/18/2021,1456557000,0,0,9130000
Asia,China,7/25/2021,1550268000,0,0,11561000
Asia,China,8/1/2021,1669527000,0,0,16708000
Asia,China,8/8/2021,1782525000,0,0,12221000
Asia,China,8/15/2021,1862928000,0,0,9089000
Asia,China,8/22/2021,1946954000,0,0,11085000
Asia,China,8/29/2021,2044625000,0,0,11691000
Asia,China,9/5/2021,2107445000,0,0,7058000
Asia,China,9/12/2021,2148120000,0,0,5540000
Asia,China,9/19/2021,2177638000,0,0,3595000
Asia,China,9/26/2021,2200202000,0,0,2513000
Asia,China,10/3/2021,2213691000,0,0,730000
Asia,China,10/10/2021,2221245000,0,0,1117000
Asia,China,10/31/2021,2274072000,0,0,5710000
Asia,China,11/14/2021,2389568000,0,0,7435000
Asia,China,12/19/2021,2684290000,0,1193466000,10602000
Asia,China,1/16/2022,2937632000,0,0,4147000
Asia,China,2/13/2022,3046687000,0,0,4311000
Asia,China,2/20/2022,3084712000,0,0,3924000
Asia,China,2/27/2022,3124118000,0,0,4454000
Asia,China,3/6/2022,3160685000,0,0,3786000
Asia,China,3/13/2022,3193236000,0,0,3810000
Asia,China,3/20/2022,3226334000,0,0,3466000
Asia,China,3/27/2022,3254984000,0,0,3572000
Asia,China,4/3/2022,3279249000,0,0,2363000
Asia,China,4/10/2022,3297551000,0,0,2343000
Asia,China,4/17/2022,3315186000,0,0,1848000
Asia,China,4/24/2022,3331771000,0,0,2005000
Asia,China,5/1/2022,3345524000,0,0,996000
Asia,China,5/8/2022,3353022000,0,0,969000
Asia,China,5/15/2022,3362389000,0,0,1056000
Asia,China,5/22/2022,3371096000,1288947000,1254875000,934000
Asia,China,5/29/2022,3379075000,0,0,864000
Asia,China,6/5/2022,3384372000,0,0,454000
Asia,China,6/12/2022,3389454000,0,0,550000
Asia,China,6/19/2022,3395026000,0,0,522000
Asia,China,6/26/2022,3399803000,0,0,486000
Asia,China,7/3/2022,3403989000,0,0,346000
Asia,China,7/10/2022,3408404000,0,0,459000
Asia,China,7/17/2022,3412950000,0,0,493000
Asia,China,7/24/2022,3417900000,0,0,543000
Asia,China,7/31/2022,3423669000,0,0,759000
Asia,China,8/7/2022,3426023000,0,0,180000
Asia,China,8/14/2022,3427965000,0,0,177000
Asia,China,8/21/2022,3429988000,0,0,184000
Asia,China,8/28/2022,3431965000,0,0,174000
Asia,China,9/4/2022,3433450000,0,0,122000
Asia,China,9/11/2022,3434390000,0,0,73000
Asia,China,9/18/2022,3435302000,0,0,95000
Asia,China,9/25/2022,3436227000,0,0,95000
Asia,China,10/2/2022,3437018000,0,0,52000
Asia,China,10/9/2022,3437516000,0,0,74000
Asia,China,10/16/2022,3438277000,0,0,75000
Asia,China,10/23/2022,3438993000,0,0,73000
Asia,China,10/30/2022,3439698000,0,0,78000
Asia,China,11/6/2022,3440421000,0,0,75000
Asia,China,11/13/2022,3441205000,0,0,79000
Asia,China,11/20/2022,3442376000,0,0,123000
Asia,China,11/27/2022,3443327000,0,0,87000
Asia,China,12/4/2022,3444295000,0,0,129000
Asia,China,12/11/2022,3448992000,0,0,817000
Asia,China,12/18/2022,3457491000,0,0,688000
Asia,China,12/25/2022,3471819000,0,0,873000
Asia,China,1/1/2023,3478488000,0,0,394000
Asia,East Timor,4/11/2021,0,0,0,0
Asia,East Timor,4/18/2021,0,0,0,0
Asia,East Timor,4/25/2021,0,0,0,0
Asia,East Timor,5/2/2021,0,0,0,0
Asia,East Timor,5/9/2021,0,0,0,0
Asia,East Timor,5/16/2021,0,0,0,0
Asia,East Timor,5/23/2021,0,0,0,0
Asia,East Timor,5/30/2021,0,0,0,0
Asia,East Timor,6/6/2021,0,0,0,0
Asia,East Timor,6/13/2021,0,0,0,0
Asia,East Timor,6/20/2021,0,0,0,0
Asia,East Timor,6/27/2021,0,0,0,0
Asia,East Timor,7/4/2021,0,0,0,0
Asia,East Timor,7/11/2021,0,0,0,0
Asia,East Timor,7/18/2021,0,0,0,0
Asia,East Timor,8/8/2021,0,0,0,0
Asia,East Timor,8/15/2021,0,0,0,0
Asia,East Timor,8/22/2021,0,0,0,0
Asia,East Timor,8/29/2021,0,0,0,0
Asia,East Timor,9/5/2021,0,0,0,0
Asia,East Timor,9/12/2021,0,0,0,0
Asia,East Timor,9/19/2021,0,0,0,0
Asia,East Timor,9/26/2021,0,0,0,0
Asia,East Timor,10/3/2021,0,0,0,0
Asia,East Timor,10/10/2021,0,0,0,0
Asia,East Timor,10/24/2021,0,0,0,0
Asia,East Timor,10/31/2021,0,0,0,0
Asia,East Timor,2/13/2022,0,0,0,0
Asia,East Timor,2/20/2022,0,0,0,0
Asia,East Timor,2/27/2022,0,0,0,0
Asia,East Timor,3/6/2022,0,0,0,0
Asia,East Timor,3/20/2022,0,0,0,0
Asia,East Timor,5/15/2022,0,0,0,0
Asia,East Timor,6/12/2022,0,0,0,0
Asia,East Timor,8/7/2022,0,0,0,0
Asia,East Timor,8/14/2022,0,0,0,0
Asia,East Timor,8/28/2022,0,0,0,0
Asia,East Timor,9/4/2022,0,0,0,0
Asia,Georgia,1/3/2021,0,0,0,0
Asia,Georgia,1/10/2021,0,0,0,0
Asia,Georgia,1/17/2021,0,0,0,0
Asia,Georgia,1/24/2021,0,0,0,0
Asia,Georgia,1/31/2021,0,0,0,0
Asia,Georgia,2/7/2021,0,0,0,0
Asia,Georgia,2/14/2021,0,0,0,0
Asia,Georgia,2/21/2021,0,0,0,0
Asia,Georgia,2/28/2021,0,0,0,0
Asia,Georgia,3/7/2021,0,0,0,0
Asia,Georgia,3/14/2021,0,0,0,0
Asia,Georgia,3/21/2021,0,0,0,0
Asia,Georgia,3/28/2021,0,0,0,0
Asia,Georgia,4/4/2021,0,0,0,0
Asia,Georgia,4/11/2021,0,0,0,0
Asia,Georgia,4/18/2021,0,0,0,0
Asia,Georgia,4/25/2021,0,0,0,0
Asia,Georgia,5/2/2021,0,0,0,0
Asia,Georgia,5/9/2021,0,0,0,0
Asia,Georgia,5/16/2021,0,0,0,0
Asia,Georgia,5/23/2021,0,0,0,0
Asia,Georgia,5/30/2021,0,0,0,0
Asia,Georgia,6/6/2021,0,0,0,0
Asia,Georgia,6/13/2021,0,0,0,0
Asia,Georgia,6/20/2021,0,0,0,0
Asia,Georgia,6/27/2021,0,0,0,0
Asia,Georgia,7/4/2021,0,0,0,0
Asia,Georgia,7/11/2021,0,0,0,0
Asia,Georgia,7/18/2021,0,0,0,0
Asia,Georgia,7/25/2021,404339,264583,139756,0
Asia,Georgia,8/1/2021,506780,345238,161542,25189
Asia,Georgia,8/8/2021,641242,444124,197118,14899
Asia,Georgia,8/15/2021,0,0,0,0
Asia,Georgia,8/22/2021,962165,675978,286187,0
Asia,Georgia,8/29/2021,1164402,780948,383454,18477
Asia,Georgia,9/5/2021,1326033,845420,480613,11929
Asia,Georgia,9/12/2021,1507986,902457,605529,0
Asia,Georgia,9/19/2021,1655040,947477,707563,0
Asia,Georgia,9/26/2021,1749457,971836,777621,19785
Asia,Georgia,10/3/2021,1818258,989294,828964,4579
Asia,Georgia,10/10/2021,1874845,1000785,874060,12092
Asia,Georgia,10/17/2021,0,0,0,0
Asia,Georgia,10/24/2021,0,0,0,0
Asia,Georgia,10/31/2021,0,0,0,0
Asia,Georgia,11/7/2021,2005229,1052398,952831,1266
Asia,Georgia,11/14/2021,0,0,0,0
Asia,Georgia,11/21/2021,2097159,1116946,980213,0
Asia,Georgia,11/28/2021,2155561,1160258,995303,0
Asia,Georgia,12/5/2021,2238070,1219086,1018984,0
Asia,Georgia,12/12/2021,2311840,1264271,1047569,0
Asia,Georgia,12/19/2021,2384360,1304199,1080161,3388
Asia,Georgia,12/26/2021,2466815,1341907,1124908,0
Asia,Georgia,1/2/2022,0,0,0,0
Asia,Georgia,1/9/2022,0,0,0,0
Asia,Georgia,1/16/2022,2612313,1420593,1191720,2798
Asia,Georgia,1/23/2022,0,0,0,0
Asia,Georgia,1/30/2022,2712889,1493168,1219721,7932
Asia,Georgia,2/6/2022,0,0,0,0
Asia,Georgia,2/13/2022,2775482,1541916,1233566,727
Asia,Georgia,2/20/2022,2797346,1556751,1240595,470
Asia,Georgia,2/27/2022,2816627,1570559,1246068,548
Asia,Georgia,3/6/2022,2826144,1577303,1248841,311
Asia,Georgia,3/13/2022,2833144,1581848,1251296,150
Asia,Georgia,3/20/2022,2842541,1588805,1253736,186
Asia,Georgia,3/27/2022,2853264,1597391,1255873,224
Asia,Georgia,4/3/2022,2861953,1604649,1257304,0
Asia,Georgia,4/10/2022,2865985,1607267,1258718,212
Asia,Georgia,4/17/2022,2872820,1611753,1261067,0
Asia,Georgia,4/24/2022,0,0,0,0
Asia,Georgia,5/1/2022,0,0,0,0
Asia,Georgia,5/8/2022,2886084,1621087,1264997,0
Asia,Georgia,5/15/2022,2888622,1622702,1265920,0
Asia,Georgia,5/22/2022,0,0,0,0
Asia,Georgia,5/29/2022,0,0,0,0
Asia,Georgia,6/5/2022,0,0,0,0
Asia,Georgia,6/12/2022,0,0,0,0
Asia,Georgia,6/26/2022,0,0,0,0
Asia,Georgia,7/10/2022,0,0,0,0
Asia,Georgia,7/17/2022,0,0,0,0
Asia,Georgia,7/24/2022,0,0,0,0
Asia,Georgia,7/31/2022,0,0,0,0
Asia,Georgia,8/7/2022,0,0,0,0
Asia,Georgia,8/14/2022,0,0,0,0
Asia,Georgia,8/21/2022,0,0,0,0
Asia,Georgia,8/28/2022,0,0,0,0
Asia,Georgia,9/4/2022,0,0,0,0
Asia,Georgia,9/11/2022,0,0,0,0
Asia,Georgia,9/18/2022,0,0,0,0
Asia,Georgia,9/25/2022,0,0,0,0
Asia,Georgia,10/2/2022,0,0,0,0
Asia,Georgia,10/9/2022,0,0,0,0
Asia,Georgia,10/16/2022,0,0,0,0
Asia,Georgia,10/23/2022,0,0,0,0
Asia,Georgia,10/30/2022,0,0,0,0
Asia,Georgia,11/6/2022,0,0,0,0
Asia,Georgia,11/20/2022,0,0,0,0
Asia,Georgia,11/27/2022,0,0,0,0
Asia,Georgia,12/4/2022,0,0,0,0
Asia,Georgia,12/11/2022,0,0,0,0
Asia,Georgia,12/18/2022,0,0,0,0
Asia,Georgia,12/25/2022,0,0,0,0
Asia,Georgia,1/1/2023,0,0,0,0
Asia,India,1/3/2021,0,0,0,0
Asia,India,1/10/2021,0,0,0,0
Asia,India,1/17/2021,224301,224301,0,33120
Asia,India,1/24/2021,1615504,1615504,0,33303
Asia,India,1/31/2021,3758843,3758843,0,14509
Asia,India,2/7/2021,5812362,5812362,0,37040
Asia,India,2/14/2021,0,0,0,0
Asia,India,2/21/2021,11085173,10124531,960642,246850
Asia,India,2/28/2021,14301266,11845075,2456191,58719
Asia,India,3/7/2021,20989010,17227903,3761107,66666
Asia,India,3/14/2021,29908038,24452385,5455653,169629
Asia,India,3/21/2021,45065998,37574302,7491696,462157
Asia,India,3/28/2021,60530435,51660234,8870201,260653
Asia,India,4/4/2021,79105163,68678838,10426325,3125512
Asia,India,4/11/2021,104528565,91587400,12941165,2933418
Asia,India,4/18/2021,123852566,107371770,16480796,1229976
Asia,India,4/25/2021,139185173,117795008,21390165,0
Asia,India,5/2/2021,154211511,126704151,27507360,585186
Asia,India,5/9/2021,168304868,133854676,34450192,811011
Asia,India,5/16/2021,182251006,141764335,40486671,706470
Asia,India,5/23/2021,191719240,150033188,41686052,876743
Asia,India,5/30/2021,208665123,165598013,43067110,1576170
Asia,India,6/6/2021,228041045,183275704,44765341,2469901
Asia,India,6/13/2021,249430416,202572835,46857581,3242349
Asia,India,6/20/2021,274286599,224541283,49745316,3378287
Asia,India,6/27/2021,318030412,262916313,55114099,3189028
Asia,India,7/4/2021,347378550,284455266,62923284,3077960
Asia,India,7/11/2021,377352501,304018852,73333649,1319915
Asia,India,7/18/2021,0,0,0,0
Asia,India,7/25/2021,435196001,341802707,93393294,2045137
Asia,India,8/1/2021,472223639,367994586,104229053,0
Asia,India,8/8/2021,508664759,395667593,112997166,1854267
Asia,India,8/15/2021,0,0,0,0
Asia,India,8/22/2021,580771824,451186857,129584967,4406004
Asia,India,8/29/2021,632587851,488153607,144434244,6723085
Asia,India,9/5/2021,684515513,525319361,159196152,6770544
Asia,India,9/12/2021,740278136,563337272,176940864,6849164
Asia,India,9/19/2021,804778696,602206789,202571907,8763577
Asia,India,9/26/2021,855791746,631601656,224190090,3635047
Asia,India,10/3/2021,906155473,659744381,246411092,5151203
Asia,India,10/10/2021,951139832,683498355,267641477,8105914
Asia,India,10/17/2021,976344696,695536360,280808336,3658554
Asia,India,10/24/2021,1022267850,717676310,304591540,8630419
Asia,India,10/31/2021,1062631351,733542729,329088622,4141918
Asia,India,11/7/2021,1083142285,741210655,341931630,2964808
Asia,India,11/14/2021,1122889436,752662221,370227215,3709083
Asia,India,11/21/2021,1168057227,766988022,401069205,4372222
Asia,India,11/28/2021,1223194701,784647922,438546779,10701655
Asia,India,12/5/2021,1278763558,801417375,477346183,4957313
Asia,India,12/12/2021,1331399226,816708250,514690976,3904978
Asia,India,12/19/2021,1376428862,828319595,548109267,3371373
Asia,India,12/26/2021,1414731603,837294288,577437315,749812
Asia,India,1/2/2022,1456586234,847665306,608920928,2516432
Asia,India,1/9/2022,1517705282,886204082,631501200,9697867
Asia,India,1/16/2022,1570696006,910386043,656011893,5057459
Asia,India,1/23/2022,1622210924,929971622,684436700,5122818
Asia,India,1/30/2022,1657362150,940755706,705405482,6900866
Asia,India,2/6/2022,1695886196,951213177,730532500,2709031
Asia,India,2/13/2022,1727912049,958033046,753481207,4540768
Asia,India,2/20/2022,1753406786,962616766,772901521,1939340
Asia,India,2/27/2022,1773724815,965531308,789372639,1406918
Asia,India,3/6/2022,1787845508,967279389,801141086,996160
Asia,India,3/13/2022,1800720203,968738370,811980554,1308487
Asia,India,3/20/2022,1811384731,971428124,819491293,911900
Asia,India,3/27/2022,1831347741,983190780,826884564,1062451
Asia,India,4/3/2022,0,0,0,0
Asia,India,4/10/2022,1856267473,994940223,838319304,835344
Asia,India,4/17/2022,0,0,0,0
Asia,India,4/24/2022,1875857737,1000351588,850179623,0
Asia,India,5/1/2022,1890938196,1003626487,860357368,2257011
Asia,India,5/8/2022,1901414279,1005710091,867476230,1848015
Asia,India,5/15/2022,1912387924,1007875307,874993288,1398993
Asia,India,5/22/2022,1922077507,1009567798,881280667,1438451
Asia,India,5/29/2022,1931892904,1011066751,887503757,1247768
Asia,India,6/5/2022,1939962957,1012178184,892593726,1099607
Asia,India,6/12/2022,1949991113,1013473564,899123575,1478562
Asia,India,6/19/2022,1960498702,1014700077,905759251,1230414
Asia,India,6/26/2022,1969852777,1015812743,911401679,1181064
Asia,India,7/3/2022,1978551059,1016937915,916273442,932685
Asia,India,7/10/2022,1986908392,1017996645,920505305,0
Asia,India,7/17/2022,0,0,0,0
Asia,India,7/24/2022,2020403475,1020201502,929485331,2960410
Asia,India,7/31/2022,2042774905,1021327183,932775394,2700603
Asia,India,8/7/2022,2062862077,1022282731,935516836,3089012
Asia,India,8/14/2022,2080314240,1023010325,937694109,2646304
Asia,India,8/21/2022,2097388903,1023568977,939457024,2950311
Asia,India,8/28/2022,2117020150,1024314319,941719531,2566293
Asia,India,9/4/2022,2132658458,1024831365,943294210,2194272
Asia,India,9/11/2022,2150122402,1025330630,944970466,2047213
Asia,India,9/18/2022,2165982650,1025814756,946508327,1585702
Asia,India,9/25/2022,2175957465,1026153814,947573788,1615875
Asia,India,10/2/2022,2187548762,1026427876,948592361,593516
Asia,India,10/9/2022,2189790426,1026515438,948925816,415081
Asia,India,10/16/2022,2193219253,1026669165,949453930,439357
Asia,India,10/23/2022,2195580184,1026816174,949937200,180877
Asia,India,10/30/2022,2196335748,1026856716,950090439,120446
Asia,India,11/6/2022,2197262288,1026907906,950278552,123482
Asia,India,11/13/2022,2197978762,1026954849,950447893,81815
Asia,India,11/20/2022,2198603903,1026996633,950606106,66731
Asia,India,11/27/2022,2199058598,1027035849,950724853,45894
Asia,India,12/4/2022,2199404380,1027062119,950823043,42039
Asia,India,12/11/2022,2199683095,1027087217,950909151,36212
Asia,India,12/18/2022,2200010800,1027117507,951006502,42684
Asia,India,12/25/2022,2200495328,1027154597,951119216,96923
Asia,India,1/1/2023,2201044679,1027204886,951216009,54693
Asia,Indonesia,1/3/2021,0,0,0,0
Asia,Indonesia,1/10/2021,0,0,0,0
Asia,Indonesia,1/17/2021,0,0,0,0
Asia,Indonesia,1/24/2021,149242,149242,0,0
Asia,Indonesia,1/31/2021,515681,493133,22548,12726
Asia,Indonesia,2/7/2021,923449,784318,139131,9146
Asia,Indonesia,2/14/2021,1494325,1068747,425578,18513
Asia,Indonesia,2/21/2021,0,0,0,0
Asia,Indonesia,2/28/2021,2690163,1691724,998439,91628
Asia,Indonesia,3/7/2021,4022544,2888757,1133787,0
Asia,Indonesia,3/14/2021,5480346,4020124,1460222,39914
Asia,Indonesia,3/21/2021,7835357,5533379,2301978,489209
Asia,Indonesia,3/28/2021,10489657,7243202,3246455,76833
Asia,Indonesia,4/4/2021,12643583,8629182,4014401,158292
Asia,Indonesia,4/11/2021,15145565,10045575,5099990,139608
Asia,Indonesia,4/18/2021,16739340,10828419,5910921,48380
Asia,Indonesia,4/25/2021,18556227,11733923,6822304,72048
Asia,Indonesia,5/2/2021,20135649,12457164,7678485,24803
Asia,Indonesia,5/9/2021,21975503,13340957,8634546,107227
Asia,Indonesia,5/16/2021,22708311,13737596,8970715,32384
Asia,Indonesia,5/23/2021,24762597,14890933,9871664,121432
Asia,Indonesia,5/30/2021,26889189,16304700,10584489,130564
Asia,Indonesia,6/6/2021,28770360,17643603,11126757,67427
Asia,Indonesia,6/13/2021,31727380,20158937,11568443,124055
Asia,Indonesia,6/20/2021,35283078,23043372,12239706,196830
Asia,Indonesia,6/27/2021,40224794,27115763,13109031,1174139
Asia,Indonesia,7/4/2021,46043309,32063745,13979564,547337
Asia,Indonesia,7/11/2021,51278367,36267019,15011348,115961
Asia,Indonesia,7/18/2021,57947614,41673464,16274150,461132
Asia,Indonesia,7/25/2021,62376478,44469974,17906504,792556
Asia,Indonesia,8/1/2021,68151247,47478168,20673079,389910
Asia,Indonesia,8/8/2021,74275263,50497940,23777323,1128176
Asia,Indonesia,8/15/2021,81800407,53688122,28112285,387981
Asia,Indonesia,8/22/2021,88941175,57339307,31601868,744103
Asia,Indonesia,8/29/2021,96512676,61654676,34858000,587597
Asia,Indonesia,9/5/2021,105005826,66782673,38223153,621505
Asia,Indonesia,9/12/2021,114500929,72766195,41734734,717869
Asia,Indonesia,9/19/2021,124649550,79515356,45134194,1392461
Asia,Indonesia,9/26/2021,134987333,86460685,48526648,1557710
Asia,Indonesia,10/3/2021,146456498,93780446,52676052,1073438
Asia,Indonesia,10/10/2021,157468784,100059481,57409303,1186826
Asia,Indonesia,10/17/2021,170235796,107503228,62732568,1398910
Asia,Indonesia,10/24/2021,180948208,113032768,67915440,1510548
Asia,Indonesia,10/31/2021,193361231,119662248,73698983,918725
Asia,Indonesia,11/7/2021,204100126,125105963,78994163,1829887
Asia,Indonesia,11/14/2021,214445104,130283345,84161759,1316828
Asia,Indonesia,11/21/2021,223638627,134418286,89220341,853421
Asia,Indonesia,11/28/2021,232869968,138530231,94339737,1083516
Asia,Indonesia,12/5/2021,241441928,142432347,99009581,787340
Asia,Indonesia,12/12/2021,249399820,146489638,102910182,1044544
Asia,Indonesia,12/19/2021,258469441,151417878,107051563,586972
Asia,Indonesia,12/26/2021,267262585,156641778,110620807,672713
Asia,Indonesia,1/2/2022,0,165900887,114103362,0
Asia,Indonesia,1/9/2022,0,170143626,116819952,0
Asia,Indonesia,1/16/2022,0,176301989,119746532,0
Asia,Indonesia,1/23/2022,0,181131333,124080794,0
Asia,Indonesia,1/30/2022,0,184557715,128005763,0
Asia,Indonesia,2/6/2022,323371246,186589750,131080731,0
Asia,Indonesia,2/13/2022,331211718,188282851,135766676,113460
Asia,Indonesia,2/20/2022,338608177,189646917,140301087,203561
Asia,Indonesia,2/27/2022,344263603,190672557,143778623,2639
Asia,Indonesia,3/6/2022,0,192003490,147858311,0
Asia,Indonesia,3/13/2022,0,193400494,151378726,0
Asia,Indonesia,3/20/2022,364931091,194559612,154267349,625593
Asia,Indonesia,3/27/2022,0,195889215,157840758,0
Asia,Indonesia,4/3/2022,0,196872209,159988167,0
Asia,Indonesia,4/10/2022,386366209,197493411,161423404,440521
Asia,Indonesia,4/17/2022,392476033,198191838,162750057,0
Asia,Indonesia,4/24/2022,398135514,198900322,163954030,275680
Asia,Indonesia,5/1/2022,401308016,199346528,165230060,0
Asia,Indonesia,5/8/2022,401308016,199346528,165641991,0
Asia,Indonesia,5/15/2022,401308016,199604493,166252348,0
Asia,Indonesia,5/22/2022,401308016,199883553,166837615,0
Asia,Indonesia,5/29/2022,401308016,200198188,167325130,0
Asia,Indonesia,6/5/2022,0,0,0,0
Asia,Indonesia,6/12/2022,0,0,0,0
Asia,Indonesia,6/19/2022,0,0,0,0
Asia,Indonesia,6/26/2022,0,0,0,0
Asia,Indonesia,7/3/2022,0,0,0,0
Asia,Indonesia,7/10/2022,0,0,0,0
Asia,Indonesia,7/17/2022,0,0,0,0
Asia,Indonesia,7/24/2022,0,0,0,0
Asia,Indonesia,7/31/2022,0,0,0,0
Asia,Indonesia,8/7/2022,0,0,0,0
Asia,Indonesia,8/14/2022,0,0,0,0
Asia,Indonesia,8/21/2022,0,0,0,0
Asia,Indonesia,8/28/2022,435683139,203435374,0,0
Asia,Indonesia,9/4/2022,0,0,0,0
Asia,Indonesia,9/11/2022,0,0,0,0
Asia,Indonesia,9/18/2022,437022061,0,170603677,0
Asia,Indonesia,9/25/2022,0,0,0,0
Asia,Indonesia,10/2/2022,438360363,0,170774653,0
Asia,Indonesia,10/9/2022,0,0,0,0
Asia,Indonesia,10/16/2022,0,0,0,0
Asia,Indonesia,10/23/2022,0,0,0,0
Asia,Indonesia,10/30/2022,439654699,0,170975417,0
Asia,Indonesia,11/6/2022,0,0,0,0
Asia,Indonesia,11/13/2022,0,0,0,0
Asia,Indonesia,11/20/2022,0,0,0,0
Asia,Indonesia,11/27/2022,0,0,0,0
Asia,Indonesia,12/4/2022,0,0,0,0
Asia,Indonesia,12/11/2022,0,0,0,0
Asia,Indonesia,12/18/2022,0,0,0,0
Asia,Indonesia,12/25/2022,0,0,0,0
Asia,Indonesia,1/1/2023,0,0,0,0
Asia,Iran,1/3/2021,0,0,0,0
Asia,Iran,1/10/2021,0,0,0,0
Asia,Iran,1/17/2021,0,0,0,0
Asia,Iran,1/24/2021,0,0,0,0
Asia,Iran,1/31/2021,0,0,0,0
Asia,Iran,2/7/2021,0,0,0,0
Asia,Iran,2/14/2021,0,0,0,0
Asia,Iran,2/21/2021,0,0,0,0
Asia,Iran,2/28/2021,0,0,0,0
Asia,Iran,3/7/2021,0,0,0,0
Asia,Iran,3/14/2021,0,0,0,0
Asia,Iran,3/21/2021,0,0,0,0
Asia,Iran,3/28/2021,0,0,0,0
Asia,Iran,4/4/2021,0,0,0,0
Asia,Iran,4/11/2021,0,0,0,0
Asia,Iran,4/18/2021,0,0,0,0
Asia,Iran,4/25/2021,0,0,0,0
Asia,Iran,5/2/2021,0,0,0,0
Asia,Iran,5/9/2021,0,0,0,0
Asia,Iran,5/16/2021,0,0,0,0
Asia,Iran,5/23/2021,0,0,0,0
Asia,Iran,5/30/2021,0,0,0,0
